Observer,Rd.Observation,Collect.Mode,Image,Degree,Degree_observed,Line Lengths
Observer B,1,Freehand,OR132,111,111.048,6.98
Observer B,1,Freehand,OR132,114,114.083,7.004
Observer B,1,Freehand,OR132,117,117.062,7.532
Observer B,1,Freehand,OR132,120,119.944,8.209
Observer B,1,Freehand,OR132,123,123.115,9.197
Observer B,1,Freehand,OR132,126,126.007,11.189
Observer B,1,Freehand,OR132,129,129.05,12.212
Observer B,1,Freehand,OR132,132,132.035,14.232
Observer B,1,Freehand,OR132,135,135.008,16.27
Observer B,1,Freehand,OR132,138,137.967,18.271
Observer B,1,Freehand,OR132,141,141.088,19.347
Observer B,1,Freehand,OR132,144,144.086,20.098
Observer B,1,Freehand,OR132,147,147.014,20.555
Observer B,1,Freehand,OR132,150,149.969,20.79
Observer B,1,Freehand,OR132,153,153.052,20.81
Observer B,1,Freehand,OR132,156,156.057,20.626
Observer B,1,Freehand,OR132,159,159.084,20.233
Observer B,1,Freehand,OR132,162,162.013,20.82
Observer B,1,Freehand,OR132,165,165.026,21.428
Observer B,1,Freehand,OR132,168,168.048,21.971
Observer B,1,Freehand,OR132,171,171.029,35.634
Observer B,1,Freehand,OR132,174,173.999,36.499
Observer B,1,Freehand,OR132,177,177.051,36.453
Observer B,1,Freehand,OR153,3,2.998,30.555
Observer B,1,Freehand,OR153,6,6.017,32.637
Observer B,1,Freehand,OR153,9,8.951,32.186
Observer B,1,Freehand,OR153,12,11.98,32.49
Observer B,1,Freehand,OR153,15,15.021,33.868
Observer B,1,Freehand,OR153,18,18.035,35.148
Observer B,1,Freehand,OR153,21,21.018,34.55
Observer B,1,Freehand,OR153,24,24.001,34.182
Observer B,1,Freehand,OR153,27,26.985,35.108
Observer B,1,Freehand,OR153,30,30.022,36.034
Observer B,1,Freehand,OR153,33,32.989,35.889
Observer B,1,Freehand,OR153,36,36.013,35.057
Observer B,1,Freehand,OR153,39,38.984,33.772
Observer B,1,Freehand,OR153,42,41.979,32.387
Observer B,1,Freehand,OR153,45,44.981,26.69
Observer B,1,Freehand,OR153,48,47.938,26.766
Observer B,1,Freehand,OR153,51,51,28.929
Observer B,1,Freehand,OR153,54,54.054,29.641
Observer B,1,Freehand,OR153,57,56.995,30.332
Observer B,1,Freehand,OR153,60,59.968,30.542
Observer B,1,Freehand,OR153,63,63.04,29.567
Observer B,1,Freehand,OR153,66,65.989,27.8
Observer B,1,Freehand,OR153,69,68.91,26.424
Observer B,1,Freehand,OR153,72,71.985,24.46
Observer B,1,Freehand,OR153,75,74.987,24.448
Observer B,1,Freehand,OR153,78,78,24.873
Observer B,1,Freehand,OR153,81,80.876,24.851
Observer B,1,Freehand,OR153,84,83.968,24.444
Observer B,1,Freehand,OR153,87,86.917,24.843
Observer B,1,Freehand,OR153,90,89.97,27.625
Observer B,1,Freehand,OR153,93,93.03,26.999
Observer B,1,Freehand,OR153,96,95.989,26.08
Observer B,1,Freehand,OR153,99,98.983,25.736
Observer B,1,Freehand,OR153,102,102.087,25.025
Observer B,1,Freehand,OR153,105,104.994,29.893
Observer B,1,Freehand,OR153,108,107.939,30.035
Observer B,1,Freehand,OR153,111,110.96,30.511
Observer B,1,Freehand,OR153,114,114.042,30.869
Observer B,1,Freehand,OR153,117,116.927,31.606
Observer B,1,Freehand,OR153,120,120.042,33.372
Observer B,1,Freehand,OR153,123,122.957,33.898
Observer B,1,Freehand,OR153,126,126.056,34.273
Observer B,1,Freehand,OR153,129,128.961,32.742
Observer B,1,Freehand,OR153,132,132.066,28.841
Observer B,1,Freehand,OR153,135,134.994,27.51
Observer B,1,Freehand,OR153,138,138.083,30.824
Observer B,1,Freehand,OR153,141,140.988,32.688
Observer B,1,Freehand,OR153,144,144.082,34.31
Observer B,1,Freehand,OR153,147,147.025,35.098
Observer B,1,Freehand,OR153,150,149.925,34.931
Observer B,1,Freehand,OR153,153,153.001,34.723
Observer B,1,Freehand,OR153,156,156.035,34.874
Observer B,1,Freehand,OR153,159,159.016,34.893
Observer B,1,Freehand,OR153,162,162.022,35.993
Observer B,1,Freehand,OR153,165,165.096,36.689
Observer B,1,Freehand,OR153,168,168.034,37.785
Observer B,1,Freehand,OR153,171,171.047,38.213
Observer B,1,Freehand,OR153,174,174.055,37.207
Observer B,1,Freehand,OR153,177,176.913,22.446
Observer B,1,Freehand,OR241,3,3.031,25.442
Observer B,1,Freehand,OR241,6,6.023,25.261
Observer B,1,Freehand,OR241,9,9.004,25.274
Observer B,1,Freehand,OR241,12,12.044,25.019
Observer B,1,Freehand,OR241,15,14.979,24.297
Observer B,1,Freehand,OR241,18,18.02,22.007
Observer B,1,Freehand,OR241,21,21.027,21.574
Observer B,1,Freehand,OR241,24,24.024,15.045
Observer B,1,Freehand,OR241,27,27.021,11.715
Observer B,1,Freehand,OR241,30,30.031,11.329
Observer B,1,Freehand,OR241,33,33.073,11.403
Observer B,1,Freehand,OR241,36,36.039,11.867
Observer B,1,Freehand,OR241,39,39.021,12.296
Observer B,1,Freehand,OR241,42,41.969,12.96
Observer B,1,Freehand,OR241,45,45.006,13.33
Observer B,1,Freehand,OR241,48,47.972,13.824
Observer B,1,Freehand,OR241,51,51.013,14.242
Observer B,1,Freehand,OR241,54,54.044,14.615
Observer B,1,Freehand,OR241,57,57.012,14.911
Observer B,1,Freehand,OR241,60,59.875,15.337
Observer B,1,Freehand,OR241,63,63.055,15.5
Observer B,1,Freehand,OR241,66,66.035,15.633
Observer B,1,Freehand,OR241,69,69.064,15.529
Observer B,1,Freehand,OR241,72,71.923,15.572
Observer B,1,Freehand,OR241,75,74.993,15.896
Observer B,1,Freehand,OR241,78,78.05,16.426
Observer B,1,Freehand,OR241,81,80.974,16.574
Observer B,1,Freehand,OR241,84,84.037,16.926
Observer B,1,Freehand,OR241,87,87.056,16.989
Observer B,1,Freehand,OR241,90,90.048,16.972
Observer B,1,Freehand,OR241,93,92.903,16.958
Observer B,1,Freehand,OR241,96,96.068,17.289
Observer B,1,Freehand,OR241,99,99.038,17.793
Observer B,1,Freehand,OR241,102,102.022,18.654
Observer B,1,Freehand,OR241,105,104.987,18.935
Observer B,1,Freehand,OR241,108,107.973,18.749
Observer B,1,Freehand,OR241,111,110.905,18.244
Observer B,1,Freehand,OR241,114,114.006,17.378
Observer B,1,Freehand,OR241,117,117.009,17.069
Observer B,1,Freehand,OR241,120,120.042,16.844
Observer B,1,Freehand,OR241,123,122.986,16.586
Observer B,1,Freehand,OR241,126,126.017,16.372
Observer B,1,Freehand,OR241,129,129.016,15.911
Observer B,1,Freehand,OR241,132,132.007,15.734
Observer B,1,Freehand,OR241,135,135.046,16.073
Observer B,1,Freehand,OR241,138,137.998,16.72
Observer B,1,Freehand,OR241,141,141.004,17.18
Observer B,1,Freehand,OR241,144,144.035,17.694
Observer B,1,Freehand,OR241,147,146.982,17.838
Observer B,1,Freehand,OR241,150,149.992,18.007
Observer B,1,Freehand,OR241,153,152.996,18.447
Observer B,1,Freehand,OR241,156,155.983,19.555
Observer B,1,Freehand,OR241,159,158.985,21.508
Observer B,1,Freehand,OR241,162,161.983,23.882
Observer B,1,Freehand,OR241,165,165.046,23.907
Observer B,1,Freehand,OR241,168,168.001,22.986
Observer B,1,Freehand,OR241,171,171.068,22.643
Observer B,1,Freehand,OR241,174,174.035,22.919
Observer B,1,Freehand,OR241,177,177.031,23.293
Observer B,1,Freehand,OR317,3,3.026,25.872
Observer B,1,Freehand,OR317,6,5.983,22.211
Observer B,1,Freehand,OR317,9,9.051,21.717
Observer B,1,Freehand,OR317,12,12.045,21.465
Observer B,1,Freehand,OR317,15,15.018,20.95
Observer B,1,Freehand,OR317,18,17.989,20.041
Observer B,1,Freehand,OR317,21,21.004,18.755
Observer B,1,Freehand,OR317,24,24.016,16.433
Observer B,1,Freehand,OR317,27,27.013,15.234
Observer B,1,Freehand,OR317,30,30.018,9.905
Observer B,1,Freehand,OR317,33,33.071,9.781
Observer B,1,Freehand,OR317,36,35.929,9.746
Observer B,1,Freehand,OR317,39,39.083,9.676
Observer B,1,Freehand,OR317,42,41.936,9.585
Observer B,1,Freehand,OR317,45,45,9.17
Observer B,1,Freehand,OR317,48,47.994,8.781
Observer B,1,Freehand,OR317,51,51.02,7.472
Observer B,1,Freehand,OR317,54,54.08,6.008
Observer B,1,Freehand,OR317,57,56.944,5.762
Observer B,1,Freehand,OR317,60,60.058,5.532
Observer B,1,Freehand,OR317,63,63.072,5.422
Observer B,1,Freehand,OR317,66,66.038,5.292
Observer B,1,Freehand,OR317,69,68.993,5.141
Observer B,1,Freehand,OR317,72,72.29,4.801
Observer B,1,Freehand,OR317,75,74.949,4.737
Observer B,1,Freehand,OR317,78,77.969,4.794
Observer B,1,Freehand,OR317,81,80.929,4.634
Observer B,1,Freehand,OR317,84,84.289,4.638
Observer B,1,Freehand,OR317,87,87.114,4.583
Observer B,1,Freehand,OR317,90,90,4.615
Observer B,1,Freehand,OR317,93,92.911,4.545
Observer B,1,Freehand,OR317,96,95.996,4.602
Observer B,1,Freehand,OR317,99,99.071,4.634
Observer B,1,Freehand,OR317,102,101.997,4.716
Observer B,1,Freehand,OR317,105,105.035,4.815
Observer B,1,Freehand,OR317,108,107.934,4.867
Observer B,1,Freehand,OR317,111,111.038,4.818
Observer B,1,Freehand,OR317,114,114.08,4.758
Observer B,1,Freehand,OR317,117,116.91,4.297
Observer B,1,Freehand,OR317,120,120.105,4.186
Observer B,1,Freehand,OR317,123,123.024,4.136
Observer B,1,Freehand,OR317,126,126.067,4.124
Observer B,1,Freehand,OR317,129,128.96,4.016
Observer B,1,Freehand,OR317,132,132.049,3.973
Observer B,1,Freehand,OR317,135,135,3.874
Observer B,1,Freehand,OR317,138,138.034,3.866
Observer B,1,Freehand,OR317,141,140.921,3.706
Observer B,1,Freehand,OR317,144,144.064,3.556
Observer B,1,Freehand,OR317,147,146.936,3.439
Observer B,1,Freehand,OR317,150,150.051,3.372
Observer B,1,Freehand,OR317,153,152.975,3.239
Observer B,1,Freehand,OR317,156,156,14.816
Observer B,1,Freehand,OR317,159,159.051,15.893
Observer B,1,Freehand,OR317,162,161.964,16.386
Observer B,1,Freehand,OR317,165,165.026,16.619
Observer B,1,Freehand,OR317,168,168.018,16.839
Observer B,1,Freehand,OR317,171,171.021,16.677
Observer B,1,Freehand,OR317,174,174.001,16.545
Observer B,1,Freehand,OR317,177,176.98,16.591
Observer B,1,Overlay,B3244,3,2.76,40.652
Observer B,1,Overlay,B3244,6,5.58,41.015
Observer B,1,Overlay,B3244,9,8.831,41.09
Observer B,1,Overlay,B3244,12,11.631,40.642
Observer B,1,Overlay,B3244,15,14.717,39.962
Observer B,1,Overlay,B3244,18,17.861,36.663
Observer B,1,Overlay,B3244,21,21.011,34.21
Observer B,1,Overlay,B3244,24,23.732,34.802
Observer B,1,Overlay,B3244,27,26.779,34.792
Observer B,1,Overlay,B3244,30,29.745,35.104
Observer B,1,Overlay,B3244,33,33.064,34.983
Observer B,1,Overlay,B3244,36,36.037,30.986
Observer B,1,Overlay,B3244,39,38.971,31.292
Observer B,1,Overlay,B3244,42,42.026,31.672
Observer B,1,Overlay,B3244,45,45,32.038
Observer B,1,Overlay,B3244,48,47.718,32.482
Observer B,1,Overlay,B3244,51,50.949,33.185
Observer B,1,Overlay,B3244,54,53.9,33.51
Observer B,1,Overlay,B3244,57,56.801,32.882
Observer B,1,Overlay,B3244,60,60.044,31.847
Observer B,1,Overlay,B3244,63,62.939,30.019
Observer B,1,Overlay,B3244,66,65.913,27.075
Observer B,1,Overlay,B3244,69,69.19,21.123
Observer B,1,Overlay,B3244,72,72.036,22.428
Observer B,1,Overlay,B3244,75,74.885,23.447
Observer B,1,Overlay,B3244,78,77.786,24.418
Observer B,1,Overlay,B3244,81,81.018,24.237
Observer B,1,Overlay,B3244,84,84.163,22.906
Observer B,1,Overlay,B3244,87,87.099,21.589
Observer B,1,Overlay,B3244,90,89.786,19.542
Observer B,1,Overlay,B3244,93,93.594,15.171
Observer B,1,Overlay,B3244,96,95.684,15.505
Observer B,1,Overlay,B3244,99,99.504,16.373
Observer B,1,Overlay,B3244,102,101.698,16.932
Observer B,1,Overlay,B3244,105,105.255,17.481
Observer B,1,Overlay,B3244,108,107.969,19.851
Observer B,1,Overlay,B3244,111,110.854,21.283
Observer B,1,Overlay,B3244,114,114.384,23.098
Observer B,1,Overlay,B3244,117,117.559,24.376
Observer B,1,Overlay,B3244,120,119.971,25.19
Observer B,1,Overlay,B3244,123,123.463,25.458
Observer B,1,Overlay,B3244,126,126.209,25.242
Observer B,1,Overlay,B3244,129,129.488,25.165
Observer B,1,Overlay,B3244,132,132.544,22.827
Observer B,1,Overlay,B3244,135,135.26,22.653
Observer B,1,Overlay,B3244,138,138.153,24.321
Observer B,1,Overlay,B3244,141,141.317,28.024
Observer B,1,Overlay,B3244,144,144.055,29.702
Observer B,1,Overlay,B3244,147,147.339,30.284
Observer B,1,Overlay,B3244,150,150.204,30.55
Observer B,1,Overlay,B3244,153,153.314,30.889
Observer B,1,Overlay,B3244,156,156.147,30.891
Observer B,1,Overlay,B3244,159,159.271,30.984
Observer B,1,Overlay,B3244,162,162.605,30.371
Observer B,1,Overlay,B3244,165,165.007,30.603
Observer B,1,Overlay,B3244,168,168.394,30.329
Observer B,1,Overlay,B3244,171,171.356,30.927
Observer B,1,Overlay,B3244,174,174.034,30.744
Observer B,1,Overlay,B3244,177,177.28,30.613
Observer B,1,Overlay,BUR231,3,2.973,26.987
Observer B,1,Overlay,BUR231,6,5.909,27.205
Observer B,1,Overlay,BUR231,9,8.962,27.001
Observer B,1,Overlay,BUR231,12,11.862,26.343
Observer B,1,Overlay,BUR231,15,14.864,25.441
Observer B,1,Overlay,BUR231,18,17.932,25.119
Observer B,1,Overlay,BUR231,21,21.025,24.648
Observer B,1,Overlay,BUR231,24,24.211,24.028
Observer B,1,Overlay,BUR231,27,27.017,23.258
Observer B,1,Overlay,BUR231,30,29.94,21.606
Observer B,1,Overlay,BUR231,33,33.169,17.581
Observer B,1,Overlay,BUR231,36,36.508,16.694
Observer B,1,Overlay,BUR231,39,39.375,14.896
Observer B,1,Overlay,BUR231,42,42.031,14.426
Observer B,1,Overlay,BUR231,45,45.136,14.342
Observer B,1,Overlay,BUR231,48,48.073,13.943
Observer B,1,Overlay,BUR231,51,50.779,13.786
Observer B,1,Overlay,BUR231,54,53.982,13.462
Observer B,1,Overlay,BUR231,57,57.133,12.738
Observer B,1,Overlay,BUR231,60,59.455,11.622
Observer B,1,Overlay,BUR231,63,63.268,9.769
Observer B,1,Overlay,BUR231,66,66.214,9.65
Observer B,1,Overlay,BUR231,69,68.946,10
Observer B,1,Overlay,BUR231,72,71.825,10.562
Observer B,1,Overlay,BUR231,75,74.501,10.833
Observer B,1,Overlay,BUR231,78,77.654,11.202
Observer B,1,Overlay,BUR231,81,80.862,11.291
Observer B,1,Overlay,BUR231,84,83.343,11.127
Observer B,1,Overlay,BUR231,87,86.447,11.078
Observer B,1,Overlay,BUR231,90,89.569,11.062
Observer B,1,Overlay,BUR231,93,92.691,11.078
Observer B,1,Overlay,BUR231,96,94.764,11.107
Observer B,1,Overlay,BUR231,99,97.996,10.98
Observer B,1,Overlay,BUR231,102,100.985,10.673
Observer B,1,Overlay,BUR231,105,104.143,10.396
Observer B,1,Overlay,BUR231,108,107.123,10.342
Observer B,1,Overlay,BUR231,111,109.794,10.188
Observer B,1,Overlay,BUR231,114,113.135,10.318
Observer B,1,Overlay,BUR231,117,115.634,10.305
Observer B,1,Overlay,BUR231,120,119.045,10.631
Observer B,1,Overlay,BUR231,123,121.798,10.938
Observer B,1,Overlay,BUR231,126,124.811,11.326
Observer B,1,Overlay,BUR231,129,128.078,11.946
Observer B,1,Overlay,BUR231,132,131.203,12.102
Observer B,1,Overlay,BUR231,135,133.887,11.941
Observer B,1,Overlay,BUR231,138,136.941,12.021
Observer B,1,Overlay,BUR231,141,140.01,11.994
Observer B,1,Overlay,BUR231,144,142.533,13.838
Observer B,1,Overlay,BUR231,147,145.879,15.2
Observer B,1,Overlay,BUR231,150,148.731,15.662
Observer B,1,Overlay,BUR231,153,152.208,16.156
Observer B,1,Overlay,BUR231,156,154.769,16.028
Observer B,1,Overlay,BUR231,159,157.835,15.988
Observer B,1,Overlay,BUR231,162,160.931,17.888
Observer B,1,Overlay,BUR231,165,163.861,19.994
Observer B,1,Overlay,BUR231,168,167.261,22.563
Observer B,1,Overlay,BUR231,171,170.147,23.258
Observer B,1,Overlay,BUR231,174,172.987,23.599
Observer B,1,Overlay,BUR231,177,176.443,23.879
Observer B,1,Overlay,BUR295,3,3.371,39.423
Observer B,1,Overlay,BUR295,6,6.201,39.302
Observer B,1,Overlay,BUR295,9,9.384,39.442
Observer B,1,Overlay,BUR295,12,12.581,38.921
Observer B,1,Overlay,BUR295,15,15.534,38.333
Observer B,1,Overlay,BUR295,18,18.452,38.096
Observer B,1,Overlay,BUR295,21,21.285,37.792
Observer B,1,Overlay,BUR295,24,24.346,36.654
Observer B,1,Overlay,BUR295,27,27.122,33.899
Observer B,1,Overlay,BUR295,30,30.19,29.849
Observer B,1,Overlay,BUR295,33,33.379,28.88
Observer B,1,Overlay,BUR295,36,36.289,28.783
Observer B,1,Overlay,BUR295,39,39.252,28.941
Observer B,1,Overlay,BUR295,42,42.278,28.534
Observer B,1,Overlay,BUR295,45,45.382,28.209
Observer B,1,Overlay,BUR295,48,48.241,27.233
Observer B,1,Overlay,BUR295,51,51.126,26.231
Observer B,1,Overlay,BUR295,54,54.432,24.116
Observer B,1,Overlay,BUR295,57,57.312,24.519
Observer B,1,Overlay,BUR295,60,60.255,24.343
Observer B,1,Overlay,BUR295,63,63.186,23.08
Observer B,1,Overlay,BUR295,66,66.28,22.055
Observer B,1,Overlay,BUR295,69,69.315,22.534
Observer B,1,Overlay,BUR295,72,72.42,22.503
Observer B,1,Overlay,BUR295,75,75.263,22.166
Observer B,1,Overlay,BUR295,78,78.297,21.48
Observer B,1,Overlay,BUR295,81,81.458,21.514
Observer B,1,Overlay,BUR295,84,84.672,21.87
Observer B,1,Overlay,BUR295,87,87.685,21.649
Observer B,1,Overlay,BUR295,90,90.404,21.232
Observer B,1,Overlay,BUR295,93,93.695,22.549
Observer B,1,Overlay,BUR295,96,96.668,24.969
Observer B,1,Overlay,BUR295,99,99.606,25.917
Observer B,1,Overlay,BUR295,102,102.981,26.73
Observer B,1,Overlay,BUR295,105,105.648,27.032
Observer B,1,Overlay,BUR295,108,108.845,27.347
Observer B,1,Overlay,BUR295,111,111.847,27.172
Observer B,1,Overlay,BUR295,114,114.602,26.733
Observer B,1,Overlay,BUR295,117,117.939,26.475
Observer B,1,Overlay,BUR295,120,120.832,27.215
Observer B,1,Overlay,BUR295,123,123.991,27.233
Observer B,1,Overlay,BUR295,126,126.859,27.078
Observer B,1,Overlay,BUR295,129,130.003,27.254
Observer B,1,Overlay,BUR295,132,132.93,31.433
Observer B,1,Overlay,BUR295,135,135.751,31.85
Observer B,1,Overlay,BUR295,138,138.949,32.629
Observer B,1,Overlay,BUR295,141,141.852,38.53
Observer B,1,Overlay,BUR295,144,145.063,39.93
Observer B,1,Overlay,BUR295,147,148.156,41.092
Observer B,1,Overlay,BUR295,150,151.182,41.728
Observer B,1,Overlay,BUR295,153,154.026,41.21
Observer B,1,Overlay,BUR295,156,157.026,44.142
Observer B,1,Overlay,BUR295,159,159.796,45.341
Observer B,1,Overlay,BUR295,162,163.08,45.79
Observer B,1,Overlay,BUR295,165,165.984,46.451
Observer B,1,Overlay,BUR295,168,168.933,48.388
Observer B,1,Overlay,BUR295,171,171.982,48.964
Observer B,1,Overlay,BUR295,174,174.996,48.766
Observer B,1,Overlay,BUR295,177,177.889,48.968
Observer B,1,Overlay,BUR304,3,2.623,28.337
Observer B,1,Overlay,BUR304,6,5.371,26.116
Observer B,1,Overlay,BUR304,9,8.553,25.203
Observer B,1,Overlay,BUR304,12,11.464,23.854
Observer B,1,Overlay,BUR304,15,14.393,20.628
Observer B,1,Overlay,BUR304,18,17.699,14.164
Observer B,1,Overlay,BUR304,21,20.982,13.936
Observer B,1,Overlay,BUR304,24,23.73,13.687
Observer B,1,Overlay,BUR304,27,26.93,12.988
Observer B,1,Overlay,BUR304,30,29.952,11.908
Observer B,1,Overlay,BUR304,33,32.902,11.335
Observer B,1,Overlay,BUR304,36,36,10.576
Observer B,1,Overlay,BUR304,39,38.355,10.087
Observer B,1,Overlay,BUR304,42,42.405,9.387
Observer B,1,Overlay,BUR304,45,44.695,9.054
Observer B,1,Overlay,BUR304,48,47.966,8.848
Observer B,1,Overlay,BUR304,51,51.724,9.223
Observer B,1,Overlay,BUR304,54,53.441,9.806
Observer B,1,Overlay,BUR304,57,55.736,10.31
Observer B,1,Overlay,BUR304,60,60.045,12.728
Observer B,1,Overlay,BUR304,63,62.789,12.781
Observer B,1,Overlay,BUR304,66,66.108,13.141
Observer B,1,Overlay,BUR304,69,69.223,13.538
Observer B,1,Overlay,BUR304,72,72.384,13.63
Observer B,1,Overlay,BUR304,75,75.504,15.028
Observer B,1,Overlay,BUR304,78,78.149,15.826
Observer B,1,Overlay,BUR304,81,81.08,16.627
Observer B,1,Overlay,BUR304,84,84.255,17.45
Observer B,1,Overlay,BUR304,87,87.069,18.01
Observer B,1,Overlay,BUR304,90,90.202,18.608
Observer B,1,Overlay,BUR304,93,93.149,19.102
Observer B,1,Overlay,BUR304,96,95.982,19.487
Observer B,1,Overlay,BUR304,99,99.315,19.636
Observer B,1,Overlay,BUR304,102,102.224,19.662
Observer B,1,Overlay,BUR304,105,105.245,19.588
Observer B,1,Overlay,BUR304,108,107.977,19.37
Observer B,1,Overlay,BUR304,111,111.224,19.25
Observer B,1,Overlay,BUR304,114,114.505,19.189
Observer B,1,Overlay,BUR304,117,116.924,19.044
Observer B,1,Overlay,BUR304,120,120.314,18.743
Observer B,1,Overlay,BUR304,123,122.957,18.334
Observer B,1,Overlay,BUR304,126,126.126,17.285
Observer B,1,Overlay,BUR304,129,129.275,16.193
Observer B,1,Overlay,BUR304,132,132.605,16.136
Observer B,1,Overlay,BUR304,135,135.113,16.127
Observer B,1,Overlay,BUR304,138,138.454,16.158
Observer B,1,Overlay,BUR304,141,141.292,17.321
Observer B,1,Overlay,BUR304,144,144.158,18.428
Observer B,1,Overlay,BUR304,147,146.96,19.147
Observer B,1,Overlay,BUR304,150,149.89,19.485
Observer B,1,Overlay,BUR304,153,152.707,19.869
Observer B,1,Overlay,BUR304,156,155.877,19.89
Observer B,1,Overlay,BUR304,159,159.029,19.968
Observer B,1,Overlay,BUR304,162,162.146,20.102
Observer B,1,Overlay,BUR304,165,164.952,25.405
Observer B,1,Overlay,BUR304,168,167.757,28.743
Observer B,1,Overlay,BUR304,171,170.786,30.035
Observer B,1,Overlay,BUR304,174,173.717,30.771
Observer B,1,Overlay,BUR304,177,176.744,31.111
Observer B,1,Overlay,BUR391,3,3.164,30.972
Observer B,1,Overlay,BUR391,6,6.202,34.498
Observer B,1,Overlay,BUR391,9,8.83,35.406
Observer B,1,Overlay,BUR391,12,12.172,34.471
Observer B,1,Overlay,BUR391,15,15.082,31.083
Observer B,1,Overlay,BUR391,18,17.838,27.22
Observer B,1,Overlay,BUR391,21,21.094,17.04
Observer B,1,Overlay,BUR391,24,24.113,17.096
Observer B,1,Overlay,BUR391,27,26.884,16.694
Observer B,1,Overlay,BUR391,30,29.686,16.964
Observer B,1,Overlay,BUR391,33,32.644,17.153
Observer B,1,Overlay,BUR391,36,36.354,17.04
Observer B,1,Overlay,BUR391,39,38.981,17.637
Observer B,1,Overlay,BUR391,42,41.9,17.458
Observer B,1,Overlay,BUR391,45,44.864,17.124
Observer B,1,Overlay,BUR391,48,47.91,17.038
Observer B,1,Overlay,BUR391,51,51.179,16.403
Observer B,1,Overlay,BUR391,54,54.802,14.412
Observer B,1,Overlay,BUR391,57,57.839,13.739
Observer B,1,Overlay,BUR391,60,60.793,13.809
Observer B,1,Overlay,BUR391,63,63.466,14.42
Observer B,1,Overlay,BUR391,66,66.63,15.13
Observer B,1,Overlay,BUR391,69,69.209,16.065
Observer B,1,Overlay,BUR391,72,72.513,18.86
Observer B,1,Overlay,BUR391,75,75.392,19.607
Observer B,1,Overlay,BUR391,78,78.77,20.921
Observer B,1,Overlay,BUR391,81,81.507,21.741
Observer B,1,Overlay,BUR391,84,84.435,22.732
Observer B,1,Overlay,BUR391,87,87.693,22.915
Observer B,1,Overlay,BUR391,90,90.538,22.886
Observer B,1,Overlay,BUR391,93,93.738,22.922
Observer B,1,Overlay,BUR391,96,96.84,23.309
Observer B,1,Overlay,BUR391,99,99.656,23.321
Observer B,1,Overlay,BUR391,102,102.535,23.25
Observer B,1,Overlay,BUR391,105,105.948,23.002
Observer B,1,Overlay,BUR391,108,109.088,22.345
Observer B,1,Overlay,BUR391,111,111.924,21.837
Observer B,1,Overlay,BUR391,114,114.819,20.754
Observer B,1,Overlay,BUR391,117,117.642,20.296
Observer B,1,Overlay,BUR391,120,120.736,20.083
Observer B,1,Overlay,BUR391,123,124.228,19.497
Observer B,1,Overlay,BUR391,126,127.408,19.213
Observer B,1,Overlay,BUR391,129,130.01,18.808
Observer B,1,Overlay,BUR391,132,133.101,18.938
Observer B,1,Overlay,BUR391,135,136.438,19.224
Observer B,1,Overlay,BUR391,138,139.114,19.358
Observer B,1,Overlay,BUR391,141,142.334,19.557
Observer B,1,Overlay,BUR391,144,145.442,19.307
Observer B,1,Overlay,BUR391,147,148.262,19.189
Observer B,1,Overlay,BUR391,150,151.483,19.05
Observer B,1,Overlay,BUR391,153,154.742,18.97
Observer B,1,Overlay,BUR391,156,157.285,19.823
Observer B,1,Overlay,BUR391,159,160.215,20.479
Observer B,1,Overlay,BUR391,162,163.222,25.298
Observer B,1,Overlay,BUR391,165,166.279,26.525
Observer B,1,Overlay,BUR391,168,168.931,26.823
Observer B,1,Overlay,BUR391,171,172.056,32.709
Observer B,1,Overlay,BUR391,174,175.018,33.922
Observer B,1,Overlay,BUR391,177,178.039,35.777
Observer B,1,Overlay,BUR602,3,2.605,27.3
Observer B,1,Overlay,BUR602,6,5.454,26.162
Observer B,1,Overlay,BUR602,9,8.465,22.092
Observer B,1,Overlay,BUR602,12,11.815,21.95
Observer B,1,Overlay,BUR602,15,14.633,22.209
Observer B,1,Overlay,BUR602,18,17.573,22.285
Observer B,1,Overlay,BUR602,21,20.485,22.419
Observer B,1,Overlay,BUR602,24,23.481,22.497
Observer B,1,Overlay,BUR602,27,26.584,23.077
Observer B,1,Overlay,BUR602,30,29.602,23.17
Observer B,1,Overlay,BUR602,33,32.588,23.326
Observer B,1,Overlay,BUR602,36,35.526,23.545
Observer B,1,Overlay,BUR602,39,38.699,22.494
Observer B,1,Overlay,BUR602,42,41.825,22.399
Observer B,1,Overlay,BUR602,45,44.743,21.759
Observer B,1,Overlay,BUR602,48,47.582,21.262
Observer B,1,Overlay,BUR602,51,50.569,21.608
Observer B,1,Overlay,BUR602,54,53.788,21.766
Observer B,1,Overlay,BUR602,57,56.607,21.34
Observer B,1,Overlay,BUR602,60,59.774,19.635
Observer B,1,Overlay,BUR602,63,62.678,19.105
Observer B,1,Overlay,BUR602,66,65.515,19.064
Observer B,1,Overlay,BUR602,69,68.582,20.63
Observer B,1,Overlay,BUR602,72,71.723,21.66
Observer B,1,Overlay,BUR602,75,74.812,23.107
Observer B,1,Overlay,BUR602,78,77.669,23.717
Observer B,1,Overlay,BUR602,81,80.908,24.221
Observer B,1,Overlay,BUR602,84,83.466,24.948
Observer B,1,Overlay,BUR602,87,87.004,25.939
Observer B,1,Overlay,BUR602,90,90,27.637
Observer B,1,Overlay,BUR602,93,92.743,28.416
Observer B,1,Overlay,BUR602,96,95.778,28.286
