Observer,Rd.Observation,Collect.Mode,Image,Degree,Degree_observed,Line Lengths
Observer B,1,Semi-Auto,BUR231,90,90.075,13.90354707
Observer B,1,Semi-Auto,BUR231,93,92.876,13.91928892
Observer B,1,Semi-Auto,BUR231,96,96.047,13.89305251
Observer B,1,Semi-Auto,BUR231,99,99.566,13.9245362
Observer B,1,Semi-Auto,BUR231,102,101.999,13.99275086
Observer B,1,Semi-Auto,BUR231,105,105.006,13.86156882
Observer B,1,Semi-Auto,BUR231,108,107.881,13.48726273
Observer B,1,Semi-Auto,BUR231,111,110.823,13.32284791
Observer B,1,Semi-Auto,BUR231,114,113.704,13.36657526
Observer B,1,Semi-Auto,BUR231,117,116.966,13.34908432
Observer B,1,Semi-Auto,BUR231,120,120.001,13.2966115
Observer B,1,Semi-Auto,BUR231,123,122.927,13.71639403
Observer B,1,Semi-Auto,BUR231,126,125.812,14.19564575
Observer B,1,Semi-Auto,BUR231,129,128.812,14.6066828
Observer B,1,Semi-Auto,BUR231,132,131.814,15.32556038
Observer B,1,Semi-Auto,BUR231,135,134.967,16.08116892
Observer B,1,Semi-Auto,BUR231,138,137.77,15.97972148
Observer B,1,Semi-Auto,BUR231,141,140.763,15.76808112
Observer B,1,Semi-Auto,BUR231,144,143.722,15.99371423
Observer B,1,Semi-Auto,BUR231,147,146.954,18.97941745
Observer B,1,Semi-Auto,BUR231,150,149.853,20.26325234
Observer B,1,Semi-Auto,BUR231,153,152.993,21.09582101
Observer B,1,Semi-Auto,BUR231,156,155.918,21.70275658
Observer B,1,Semi-Auto,BUR231,159,158.699,21.22000668
Observer B,1,Semi-Auto,BUR231,162,161.884,22.05257535
Observer B,1,Semi-Auto,BUR231,165,164.687,25.77989436
Observer B,1,Semi-Auto,BUR231,168,167.865,29.73109739
Observer B,1,Semi-Auto,BUR231,171,170.968,30.33278567
Observer B,1,Semi-Auto,BUR231,174,173.923,31.31927461
Observer B,1,Semi-Auto,BUR231,177,176.908,31.52741678
Observer B,1,Semi-Auto,BUR295,3,3.145,45.78325409
Observer B,1,Semi-Auto,BUR295,6,5.987,46.03372279
Observer B,1,Semi-Auto,BUR295,9,9.311,45.64388038
Observer B,1,Semi-Auto,BUR295,12,12.286,45.11264435
Observer B,1,Semi-Auto,BUR295,15,15.239,44.38547717
Observer B,1,Semi-Auto,BUR295,18,18.074,44.26630254
Observer B,1,Semi-Auto,BUR295,21,21.124,43.8461615
Observer B,1,Semi-Auto,BUR295,24,24.147,42.23427424
Observer B,1,Semi-Auto,BUR295,27,26.974,35.97861651
Observer B,1,Semi-Auto,BUR295,30,30.111,34.59497895
Observer B,1,Semi-Auto,BUR295,33,33.149,33.36283455
Observer B,1,Semi-Auto,BUR295,36,35.896,33.38303364
Observer B,1,Semi-Auto,BUR295,39,39.168,33.44565081
Observer B,1,Semi-Auto,BUR295,42,42.014,33.10832603
Observer B,1,Semi-Auto,BUR295,45,45.185,32.59324927
Observer B,1,Semi-Auto,BUR295,48,48.146,31.44190123
Observer B,1,Semi-Auto,BUR295,51,51.08,28.11713125
Observer B,1,Semi-Auto,BUR295,54,54.154,28.26256469
Observer B,1,Semi-Auto,BUR295,57,57.224,28.6524071
Observer B,1,Semi-Auto,BUR295,60,60.045,27.8080852
Observer B,1,Semi-Auto,BUR295,63,63.161,25.85079352
Observer B,1,Semi-Auto,BUR295,66,66.014,25.97198805
Observer B,1,Semi-Auto,BUR295,69,69.195,26.17397893
Observer B,1,Semi-Auto,BUR295,72,71.917,25.8932116
Observer B,1,Semi-Auto,BUR295,75,74.912,25.19028332
Observer B,1,Semi-Auto,BUR295,78,78.374,24.4550365
Observer B,1,Semi-Auto,BUR295,81,80.714,25.01657116
Observer B,1,Semi-Auto,BUR295,84,84.198,25.25896022
Observer B,1,Semi-Auto,BUR295,87,87.135,24.42271796
Observer B,1,Semi-Auto,BUR295,90,90.093,24.61258939
Observer B,1,Semi-Auto,BUR295,93,93.089,26.92740494
Observer B,1,Semi-Auto,BUR295,96,96.049,29.25433994
Observer B,1,Semi-Auto,BUR295,99,99.088,29.83001396
Observer B,1,Semi-Auto,BUR295,102,102.061,30.3410509
Observer B,1,Semi-Auto,BUR295,105,105.264,30.82784894
Observer B,1,Semi-Auto,BUR295,108,108.136,30.82380912
Observer B,1,Semi-Auto,BUR295,111,110.923,30.80361003
Observer B,1,Semi-Auto,BUR295,114,113.985,30.51880288
Observer B,1,Semi-Auto,BUR295,117,116.969,30.4541658
Observer B,1,Semi-Auto,BUR295,120,119.787,30.92682447
Observer B,1,Semi-Auto,BUR295,123,123.174,30.91470502
Observer B,1,Semi-Auto,BUR295,126,126.141,30.93894392
Observer B,1,Semi-Auto,BUR295,129,129.2,31.09245699
Observer B,1,Semi-Auto,BUR295,132,132.001,35.86954144
Observer B,1,Semi-Auto,BUR295,135,135.01,36.12808977
Observer B,1,Semi-Auto,BUR295,138,138.148,37.27337809
Observer B,1,Semi-Auto,BUR295,141,141.206,43.65629007
Observer B,1,Semi-Auto,BUR295,144,144.086,45.10456472
Observer B,1,Semi-Auto,BUR295,147,147.084,46.50032174
Observer B,1,Semi-Auto,BUR295,150,150.037,47.18305093
Observer B,1,Semi-Auto,BUR295,153,152.999,46.5387
Observer B,1,Semi-Auto,BUR295,156,156.036,49.80691253
Observer B,1,Semi-Auto,BUR295,159,159.073,51.24710754
Observer B,1,Semi-Auto,BUR295,162,162.071,51.77834357
Observer B,1,Semi-Auto,BUR295,165,165.156,52.40855513
Observer B,1,Semi-Auto,BUR295,168,168.117,54.7738684
Observer B,1,Semi-Auto,BUR295,171,171.12,55.3657017
Observer B,1,Semi-Auto,BUR295,174,173.896,55.37984106
Observer B,1,Semi-Auto,BUR295,177,177.036,55.35762206
Observer B,1,Semi-Auto,BUR304,3,3.076,26.04432013
Observer B,1,Semi-Auto,BUR304,6,6.191,23.6447007
Observer B,1,Semi-Auto,BUR304,9,8.889,22.88087818
Observer B,1,Semi-Auto,BUR304,12,12.049,21.85794182
Observer B,1,Semi-Auto,BUR304,15,14.848,19.10232252
Observer B,1,Semi-Auto,BUR304,18,17.817,16.68017146
Observer B,1,Semi-Auto,BUR304,21,21.797,11.00670506
Observer B,1,Semi-Auto,BUR304,24,24.556,10.92108484
Observer B,1,Semi-Auto,BUR304,27,27.353,10.86024942
Observer B,1,Semi-Auto,BUR304,30,30.688,10.50199638
Observer B,1,Semi-Auto,BUR304,33,33.21,9.862097862
Observer B,1,Semi-Auto,BUR304,36,35.944,9.483566347
Observer B,1,Semi-Auto,BUR304,39,38.741,8.897743765
Observer B,1,Semi-Auto,BUR304,42,41.966,8.451617336
Observer B,1,Semi-Auto,BUR304,45,44.916,8.005490908
Observer B,1,Semi-Auto,BUR304,48,47.929,7.726098599
Observer B,1,Semi-Auto,BUR304,51,51.358,7.237162059
Observer B,1,Semi-Auto,BUR304,54,54.339,6.908200147
Observer B,1,Semi-Auto,BUR304,57,57.392,6.712174899
Observer B,1,Semi-Auto,BUR304,60,60.081,6.430529426
Observer B,1,Semi-Auto,BUR304,63,63.02,6.347162366
Observer B,1,Semi-Auto,BUR304,66,67.925,6.901440656
Observer B,1,Semi-Auto,BUR304,69,69.89,9.341617029
Observer B,1,Semi-Auto,BUR304,72,72.38,10.75435072
Observer B,1,Semi-Auto,BUR304,75,75.12,11.2410341
Observer B,1,Semi-Auto,BUR304,78,77.85,11.5767555
Observer B,1,Semi-Auto,BUR304,81,81.214,12.1986287
Observer B,1,Semi-Auto,BUR304,84,83.868,12.45548937
Observer B,1,Semi-Auto,BUR304,87,87.386,14.86186829
Observer B,1,Semi-Auto,BUR304,90,90.061,16.28361463
Observer B,1,Semi-Auto,BUR304,93,92.418,16.91450049
Observer B,1,Semi-Auto,BUR304,96,95.772,17.68733567
Observer B,1,Semi-Auto,BUR304,99,98.863,18.72604417
Observer B,1,Semi-Auto,BUR304,102,101.874,19.20146173
Observer B,1,Semi-Auto,BUR304,105,104.963,19.74898053
Observer B,1,Semi-Auto,BUR304,108,107.984,20.23341074
Observer B,1,Semi-Auto,BUR304,111,110.854,20.20186645
Observer B,1,Semi-Auto,BUR304,114,113.76,20.08920826
Observer B,1,Semi-Auto,BUR304,117,116.952,20.12300571
Observer B,1,Semi-Auto,BUR304,120,119.719,20.1365247
Observer B,1,Semi-Auto,BUR304,123,122.638,20.18384114
Observer B,1,Semi-Auto,BUR304,126,125.78,20.09371458
Observer B,1,Semi-Auto,BUR304,129,128.706,19.83910708
Observer B,1,Semi-Auto,BUR304,132,131.367,19.20822122
Observer B,1,Semi-Auto,BUR304,135,134.549,18.09741148
Observer B,1,Semi-Auto,BUR304,138,137.949,17.54313319
Observer B,1,Semi-Auto,BUR304,141,140.758,17.66705719
Observer B,1,Semi-Auto,BUR304,144,143.684,17.69634832
Observer B,1,Semi-Auto,BUR304,147,146.805,19.1473858
Observer B,1,Semi-Auto,BUR304,150,149.781,20.9138662
Observer B,1,Semi-Auto,BUR304,153,152.617,21.46363816
Observer B,1,Semi-Auto,BUR304,156,155.684,22.08551137
Observer B,1,Semi-Auto,BUR304,159,158.567,22.19592
Observer B,1,Semi-Auto,BUR304,162,161.448,22.27027
Observer B,1,Semi-Auto,BUR304,165,164.698,22.65556
Observer B,1,Semi-Auto,BUR304,168,167.882,29.90174
Observer B,1,Semi-Auto,BUR304,171,170.846,32.52217
Observer B,1,Semi-Auto,BUR304,174,173.715,33.7907
Observer B,1,Semi-Auto,BUR304,177,176.763,34.29991
Observer B,1,Semi-Auto,BUR391,3,2.66,33.82213
Observer B,1,Semi-Auto,BUR391,6,5.68,37.90173
Observer B,1,Semi-Auto,BUR391,9,8.788,38.89982
Observer B,1,Semi-Auto,BUR391,12,11.64,38.03793
Observer B,1,Semi-Auto,BUR391,15,14.386,34.35203
Observer B,1,Semi-Auto,BUR391,18,17.139,30.6555
Observer B,1,Semi-Auto,BUR391,21,20.395,18.83595
Observer B,1,Semi-Auto,BUR391,24,23.666,18.47842
Observer B,1,Semi-Auto,BUR391,27,26.459,18.43586
Observer B,1,Semi-Auto,BUR391,30,29.16,18.59547
Observer B,1,Semi-Auto,BUR391,33,31.964,18.52099
Observer B,1,Semi-Auto,BUR391,36,35.208,18.83808
Observer B,1,Semi-Auto,BUR391,39,38.208,19.17857
Observer B,1,Semi-Auto,BUR391,42,41.677,19.11899
Observer B,1,Semi-Auto,BUR391,45,44.365,18.87212
Observer B,1,Semi-Auto,BUR391,48,47.546,18.89341
Observer B,1,Semi-Auto,BUR391,51,50.565,18.3401
Observer B,1,Semi-Auto,BUR391,54,53.399,17.60377
Observer B,1,Semi-Auto,BUR391,57,56.13,15.55014
Observer B,1,Semi-Auto,BUR391,60,59.549,15.116
Observer B,1,Semi-Auto,BUR391,63,62.464,15.52673
Observer B,1,Semi-Auto,BUR391,66,65.744,16.41841
Observer B,1,Semi-Auto,BUR391,69,67.917,16.66527
Observer B,1,Semi-Auto,BUR391,72,71.478,20.65336
Observer B,1,Semi-Auto,BUR391,75,74.478,21.35351
Observer B,1,Semi-Auto,BUR391,78,77.716,22.38777
Observer B,1,Semi-Auto,BUR391,81,80.462,23.654
Observer B,1,Semi-Auto,BUR391,84,83.574,24.67762
Observer B,1,Semi-Auto,BUR391,87,86.6,25.2969
Observer B,1,Semi-Auto,BUR391,90,89.583,25.41182
Observer B,1,Semi-Auto,BUR391,93,92.433,25.38629
Observer B,1,Semi-Auto,BUR391,96,95.344,25.68422
Observer B,1,Semi-Auto,BUR391,99,98.708,25.8715
Observer B,1,Semi-Auto,BUR391,102,101.56,26.10346
Observer B,1,Semi-Auto,BUR391,105,104.669,26.0609
Observer B,1,Semi-Auto,BUR391,108,107.316,25.37777
Observer B,1,Semi-Auto,BUR391,111,110.62,24.60952
Observer B,1,Semi-Auto,BUR391,114,113.718,23.79658
Observer B,1,Semi-Auto,BUR391,117,116.677,23.10282
Observer B,1,Semi-Auto,BUR391,120,119.382,22.55376
Observer B,1,Semi-Auto,BUR391,123,122.539,22.4431
Observer B,1,Semi-Auto,BUR391,126,125.601,21.66634
Observer B,1,Semi-Auto,BUR391,129,128.743,21.51099
Observer B,1,Semi-Auto,BUR391,132,131.69,21.20454
Observer B,1,Semi-Auto,BUR391,135,134.621,21.50248
Observer B,1,Semi-Auto,BUR391,138,137.885,21.6408
Observer B,1,Semi-Auto,BUR391,141,140.726,21.76211
Observer B,1,Semi-Auto,BUR391,144,143.67,21.8302
Observer B,1,Semi-Auto,BUR391,147,146.894,21.94087
Observer B,1,Semi-Auto,BUR391,150,149.866,21.56845
Observer B,1,Semi-Auto,BUR391,153,152.686,21.41735
Observer B,1,Semi-Auto,BUR391,156,155.829,21.55142
Observer B,1,Semi-Auto,BUR391,159,158.895,23.02621
Observer B,1,Semi-Auto,BUR391,162,161.992,23.57739
